,rating,title,path,platform,score,genre,gamers_choice,release_year,release_month,release_day,
17194,Amazing,Rayman Legends,/games/rayman-legends/xbox-360-159979,Xbox 360,9.5,Platformer,Y,2016,8,26,
17195,Amazing,Rayman Legends,/games/rayman-legends/ps4-20008450,PlayStation 4,9.5,Platformer,Y,2016,8,26,
17196,Amazing,Rayman Legends,/games/rayman-legends/ps3-159978,PlayStation 3,9.5,Platformer,Y,2016,8,26,
17197,Amazing,Rayman Legends,/games/rayman-legends/xbox-one-20008449,Xbox One,9.5,Platformer,Y,2016,8,26,
17198,Amazing,Rayman Legends,/games/rayman-legends/wii-u-132880,Wii U,9.5,Platformer,Y,2016,8,26,
17199,Great,PayDay 2,/games/payday-2/pc-142404,PC,8,Shooter,N,2016,8,13,
17200,Amazing,Diablo III,/games/diablo-iii/ps3-92804,PlayStation 3,9,"Action, RPG",Y,2016,9,10,
17201,Amazing,Diablo III,/games/diablo-iii/xbox-360-126426,Xbox 360,9,"Action, RPG",Y,2016,9,10,
17202,Great,Total War: Rome II,/games/rome-total-war-2/pc-136961,PC,8.8,Strategy,Y,2016,9,6,
17203,Great,NHL 14,/games/nhl-14/ps3-165983,PlayStation 3,8.3,Sports,N,2016,9,6,
17204,Great,NHL 14,/games/nhl-14/xbox-360-165986,Xbox 360,8.3,Sports,N,2016,9,6,
17205,Great,Puppeteer,/games/puppeteer/ps3-139843,PlayStation 3,8.5,Platformer,N,2016,9,6,
17206,Amazing,Rayman Legends,/games/rayman-legends/pc-20003028,PC,9.5,Platformer,Y,2016,8,26,
17207,Great,Madden NFL 25,/games/madden-nfl-2014/xbox-360-159508,Xbox 360,8.5,Sports,N,2016,8,23,
17208,Great,Madden NFL 25,/games/madden-nfl-2014/ps3-143836,PlayStation 3,8.5,Sports,N,2016,8,23,
17209,Mediocre,Flashback,/games/flashback-origins/ps3-165840,PlayStation 3,5.8,Action,N,2016,8,21,
17210,Mediocre,Flashback,/games/flashback-origins/xbox-360-157711,Xbox 360,5.8,Action,N,2016,8,21,
17211,Mediocre,Flashback,/games/flashback-origins/pc-20006041,PC,5.8,Action,N,2016,8,21,
17212,Good,Charlie Murder,/games/charlie-murder/xbox-360-58533,Xbox 360,7,Action,N,2016,8,21,
17213,Mediocre,The Bureau: XCOM Declassified,/games/the-bureau-xcom-declassified/xbox-360-70012,Xbox 360,5.5,Shooter,N,2016,8,20,
17214,Great,PayDay 2,/games/payday-2/xbox-360-142409,Xbox 360,8,Shooter,N,2016,8,13,
17215,Great,"Papers, Please",/games/papers-please/pc-162910,PC,8.7,Simulation,N,2016,8,12,
17216,Good,DuckTales Remastered,/games/duck-tales-next-gen/wii-u-163184,Wii U,7,Platformer,N,2016,8,12,
17217,Good,DuckTales Remastered,/games/duck-tales-next-gen/pc-20000236,PC,7,Platformer,N,2016,8,12,
17218,Good,DuckTales Remastered,/games/duck-tales-next-gen/ps3-163190,PlayStation 3,7,Platformer,N,2016,8,12,
17219,Good,Divekick,/games/divekick/pc-138816,PC,7,Fighting,N,2016,9,5,
17220,Good,Divekick,/games/divekick/ps3-157794,PlayStation 3,7,Fighting,N,2016,9,5,
17221,Good,Divekick,/games/divekick/vita-157795,PlayStation Vita,7,Fighting,N,2016,9,5,
17222,Great,Killzone: Mercenary,/games/killzone-vita/vita-98899,PlayStation Vita,8,Shooter,N,2016,9,5,
17223,Good,Outlast,/games/outlast/pc-145344,PC,7.8,"Action, Adventure",N,2016,9,4,
17224,Good,Outlast,/games/outlast/ps4-20000780,PlayStation 4,7.8,"Action, Adventure",N,2016,9,4,
17225,Okay,Castle of Illusion Starring Mickey Mouse,/games/castle-of-illusion/pc-166134,PC,6.7,Platformer,N,2016,9,3,
17226,Mediocre,The Bureau: XCOM Declassified,/games/the-bureau-xcom-declassified/pc-14252327,PC,5.5,Shooter,N,2016,8,20,
17227,Mediocre,The Bureau: XCOM Declassified,/games/the-bureau-xcom-declassified/ps3-110384,PlayStation 3,5.5,Shooter,N,2016,8,20,
17228,Amazing,Guacamelee!,/games/guacamelee/pc-20003228,PC,9.1,"Platformer, Action",N,2016,8,7,
17229,Great,Ibb & Obb,/games/ibb-obb/ps3-113633,PlayStation 3,8.3,Platformer,N,2016,8,7,
17230,Good,Divinity: Dragon Commander,/games/dragon-commander/pc-116160,PC,7.8,"Strategy, RPG",N,2016,8,7,
17231,Amazing,Spelunky,/games/spelunky/pc-20000371,PC,9,Platformer,Y,2016,8,6,
17232,Great,Brothers: A Tale of Two Sons,/games/brothers-a-tale-of-two-sons/pc-130871,PC,8.2,Adventure,N,2016,8,6,
17233,Great,Brothers: A Tale of Two Sons,/games/brothers-a-tale-of-two-sons/xbox-360-132765,Xbox 360,8.2,Adventure,N,2016,8,6,
17234,Great,Brothers: A Tale of Two Sons,/games/brothers-a-tale-of-two-sons/ps3-132764,PlayStation 3,8.2,Adventure,N,2016,8,6,
17235,Bad,Rise of the Triad,/games/rise-of-the-triad/pc-138914,PC,4.3,Shooter,N,2016,8,6,
17236,Great,Tales of Xillia,/games/tales-of-xillia/ps3-82400,PlayStation 3,8,RPG,N,2016,8,6,
17237,Okay,Castle of Illusion Starring Mickey Mouse,/games/castle-of-illusion/xbox-360-165909,Xbox 360,6.7,Platformer,N,2016,9,3,
17238,Okay,Teenage Mutant Ninja Turtles: Out of the Shadows,/games/teenage-mutant-ninja-turtles-out-of-the-shadows/xbox-360-161655,Xbox 360,6.1,Action,N,2016,9,2,
17239,Great,Dragon's Crown,/games/dragons-crown/vita-110735,PlayStation Vita,8.5,Action,N,2016,7,31,
17240,Great,Dragon's Crown,/games/dragons-crown/ps3-110941,PlayStation 3,8.5,Action,N,2016,7,31,
17241,Okay,Halo: Spartan Assault,/games/halo-spartan-assault/winphone-20000222,Windows Phone,6.7,Shooter,N,2016,7,30,
17242,Okay,Halo: Spartan Assault,/games/halo-spartan-assault/windows-surface-20000247,Windows Surface,6.7,Shooter,N,2016,7,30,
17243,Okay,Halo: Spartan Assault,/games/halo-spartan-assault/pc-20000246,PC,6.7,Shooter,N,2016,7,30,
17244,Amazing,The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,/games/the-raven-legacy-of-a-master-thief/ps3-20010190,PlayStation 3,9,Adventure,Y,2016,7,30,
17245,Amazing,The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,/games/the-raven-legacy-of-a-master-thief/pc-20003117,PC,9,Adventure,Y,2016,7,30,
17246,Amazing,The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,/games/the-raven-legacy-of-a-master-thief/mac-20003118,Macintosh,9,Adventure,Y,2016,7,30,
17247,Amazing,The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,/games/the-raven-legacy-of-a-master-thief/linux-20003119,Linux,9,Adventure,Y,2016,7,30,
17248,Amazing,The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,/games/the-raven-legacy-of-a-master-thief/xbox-360-20010192,Xbox 360,9,Adventure,Y,2016,7,30,
17249,Good,Cloudberry Kingdom,/games/cloudberry-kingdom/ps3-134307,PlayStation 3,7.4,Platformer,N,2016,7,30,
17250,Good,Just Dance 2014,/games/just-dance-2014/ps3-20000616,PlayStation 3,7.7,Music,N,2016,10,11,
17251,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/xbox-360-20006855,Xbox 360,9,Adventure,Y,2016,10,10,
17252,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/ipad-20007638,iPad,9,Adventure,Y,2016,10,10,
17253,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/pc-20006856,PC,9,Adventure,Y,2016,10,10,
17254,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/ps3-20006854,PlayStation 3,9,Adventure,Y,2016,10,10,
17255,Okay,Dead Man's Draw,/games/dead-mans-draw/iphone-20006548,iPhone,6.2,Card,N,2016,10,10,
17256,Mediocre,Dragon's Prophet,/games/dragons-prophet/pc-162683,PC,5.1,RPG,N,2016,10,8,
17257,Okay,Beyond: Two Souls,/games/beyond-two-souls/ps3-135607,PlayStation 3,6,Adventure,N,2016,10,8,
17258,Great,Lone Survivor (Director’s Cut),/games/lone-survivor-147319/vita-147322,PlayStation Vita,8.6,Adventure,N,2016,10,4,
17259,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/pc-20006587,PC,5.5,Adventure,N,2016,10,4,
17260,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/linux-20006603,Linux,5.5,Adventure,N,2016,10,4,
17261,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/xbox-360-20010193,Xbox 360,5.5,Adventure,N,2016,10,4,
17262,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/mac-20006588,Macintosh,5.5,Adventure,N,2016,10,4,
17263,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/ps3-20010191,PlayStation 3,5.5,Adventure,N,2016,10,4,
17264,Good,Armored Core: Verdict Day,/games/armored-core-verdict-day/ps3-161140,PlayStation 3,7.6,Simulation,N,2016,10,1,
17265,Good,Rain,/games/rain/ps3-139127,PlayStation 3,7,Adventure,N,2016,10,1,
17266,Amazing,Disgaea D2: A Brighter Darkness,/games/disgaea-d2/ps3-137721,PlayStation 3,9.1,Action,Y,2016,9,30,
17267,Good,MechWarrior Online,/games/mechwarrior-online/pc-18954,PC,7.3,"Action, Simulation",N,2016,9,28,
17268,Amazing,Pokemon Y,/games/pokemon-y-version/3ds-152948,Nintendo 3DS,9,RPG,Y,2016,10,4,
17269,Amazing,Pokemon X,/games/pokemon-x-version/3ds-152945,Nintendo 3DS,9,RPG,Y,2016,10,4,
17270,Great,F1 2013,/games/f1-2013/ps3-20002342,PlayStation 3,8,Racing,N,2016,10,4,
17271,Great,F1 2013,/games/f1-2013/xbox-360-20002341,Xbox 360,8,Racing,N,2016,10,4,
17272,Great,F1 2013,/games/f1-2013/pc-20002343,PC,8,Racing,N,2016,10,4,
17273,Bad,Alien Rage,/games/alien-rage/pc-20002067,PC,4.4,Shooter,N,2016,10,2,
17274,Awful,Dragon Fantasy Book II,/games/dragon-fantasy-book-ii/ps3-140856,PlayStation 3,3,RPG,N,2016,10,2,
17275,Awful,Dragon Fantasy Book II,/games/dragon-fantasy-book-ii/vita-140859,PlayStation Vita,3,RPG,N,2016,10,2,
17276,Great,Shadow Warrior,/games/shadow-warrior-2013/pc-167684,PC,8.6,Shooter,N,2016,10,2,
17277,Bad,Carnivores: Dinosaur Hunter HD,/games/carnivores-dinosaur-hunter/ps3-20005450,PlayStation 3,4,Shooter,N,2016,9,27,
17278,Good,Warhammer Quest,/games/warhammer-quest/iphone-140433,iPhone,7.5,"Action, RPG",N,2016,9,26,
17279,Amazing,NBA 2K14,/games/nba-2k14/xbox-360-168197,Xbox 360,9.3,Sports,Y,2016,9,26,
17280,Amazing,NBA 2K14,/games/nba-2k14/ps3-168201,PlayStation 3,9.3,Sports,Y,2016,9,26,
17281,Amazing,Scribblenauts Unmasked: A DC Comics Adventure,/games/scribblenauts-unmasked/pc-166711,PC,9.1,"Puzzle, Action",Y,2016,9,25,
17282,Amazing,Scribblenauts Unmasked: A DC Comics Adventure,/games/scribblenauts-unmasked/3ds-166712,Nintendo 3DS,9.1,"Puzzle, Action",Y,2016,9,25,
17283,Amazing,Scribblenauts Unmasked: A DC Comics Adventure,/games/scribblenauts-unmasked/wii-u-166708,Wii U,9.1,"Puzzle, Action",Y,2016,9,25,
17284,Great,Etrian Odyssey Untold: The Millennium Girl,/games/etrian-odyssey-untold-the-millennium-girl/3ds-163586,Nintendo 3DS,8.5,RPG,N,2016,9,23,
17285,Amazing,FIFA 14,/games/fifa-2014/ps3-166237,PlayStation 3,9,Sports,Y,2016,9,23,
17286,Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/pc-20003980,PC,7.9,Battle,N,2016,10,1,
17287,Bad,Takedown: Red Sabre,/games/takedown/pc-136312,PC,4,Shooter,N,2016,10,1,
17288,Amazing,FIFA 14,/games/fifa-2014/pc-166202,PC,9,Sports,Y,2016,9,23,
17289,Okay,Narco Terror,/games/narco-terror/ps3-20003123,PlayStation 3,6.5,Shooter,N,2016,9,19,
17290,Okay,Narco Terror,/games/narco-terror/pc-20003389,PC,6.5,Shooter,N,2016,9,19,
17291,Good,ArmA III,/games/arma-3/pc-109084,PC,7,Shooter,N,2016,9,19,
17292,Great,Pro Evolution Soccer 2014,/games/pro-evolution-soccer-2014/xbox-360-20000276,Xbox 360,8.4,Sports,N,2016,9,18,
17293,Great,Pro Evolution Soccer 2014,/games/pro-evolution-soccer-2014/pc-162611,PC,8.4,Sports,N,2016,9,18,
17294,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/pc-152936,PC,9,Action,Y,2016,10,22,
17295,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/xbox-one-20000826,Xbox One,9,Action,Y,2016,10,22,
17296,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/ps3-152939,PlayStation 3,9,Action,Y,2016,10,22,
17297,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/xbox-360-152941,Xbox 360,9,Action,Y,2016,10,22,
17298,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/ps4-20000827,PlayStation 4,9,Action,Y,2016,10,22,
17299,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/wii-u-152940,Wii U,9,Action,Y,2016,10,22,
17300,Amazing,XCOM: Enemy Within,/games/xcom-enemy-within/pc-20003302,PC,9,Strategy,Y,2016,11,11,
17301,Amazing,XCOM: Enemy Within -- Commander Edition,/games/xcom-enemy-within-commander-edition/ps3-20004578,PlayStation 3,9,Strategy,Y,2016,11,11,
17302,Great,Path of Exile,/games/path-of-exile-139562/pc-85301,PC,8.8,"Action, RPG",N,2016,11,9,
17303,Bad,Mario & Sonic at the Sochi 2014 Olympic Winter Games,/games/mario-sonic-at-the-sochi-2014-olympic-winter-games/wii-u-168689,Wii U,4.5,Sports,N,2016,11,9,
17304,Great,Rayman Fiesta Run,/games/rayman-fiesta-run/iphone-20005265,iPhone,8.9,Platformer,N,2016,11,8,
17305,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/ps4-163213,PlayStation 4,8.8,Shooter,N,2016,11,5,
17306,Great,Pro Evolution Soccer 2014,/games/pro-evolution-soccer-2014/ps3-20000275,PlayStation 3,8.4,Sports,N,2016,9,18,
17307,Amazing,Infinity Blade III,/games/infinity-blade-iii/iphone-20005342,iPhone,9.1,"Fighting, Action",Y,2016,9,18,
17308,Amazing,SteamWorld Dig,/games/steamworld-dig/ps4-20014091,PlayStation 4,9.5,Platformer,Y,2016,9,18,
17309,Amazing,SteamWorld Dig,/games/steamworld-dig/vita-20014092,PlayStation Vita,9.5,Platformer,Y,2016,9,18,
17310,Amazing,SteamWorld Dig,/games/steamworld-dig/3ds-20003649,Nintendo 3DS,9.5,Platformer,Y,2016,9,18,
17311,Amazing,SteamWorld Dig,/games/steamworld-dig/pc-20009398,PC,9.5,Platformer,Y,2016,9,18,
17312,Amazing,The Pinball Arcade,/games/the-pinball-arcade/pc-135008,PC,9,Pinball,Y,2016,11,19,
17313,Great,Dead Rising 3,/games/dead-rising-3/xbox-one-124306,Xbox One,8.3,Action,N,2016,11,18,
17314,Good,Powerstar Golf,/games/powerstar-golf/xbox-one-20000666,Xbox One,7,Sports,N,2016,11,18,
17315,Mediocre,Crimson Dragon,/games/crimson-dragon/xbox-one-20000553,Xbox One,5.9,Action,N,2016,11,18,
17316,Okay,LocoCycle,/games/lococycle/xbox-one-20000472,Xbox One,6.4,Action,N,2016,11,18,
17317,Great,Killer Instinct,/games/killer-instinct-2013/xbox-one-20000538,Xbox One,8.4,Fighting,N,2016,11,18,
17318,Great,Deus Ex: Human Revolution -- Director's Cut,/games/deus-ex-human-revolution-directors-cut/wii-u-162906,Wii U,8.3,Shooter,N,2016,10,22,
17319,Great,Rune Factory 4,/games/rune-factory-4/3ds-112616,Nintendo 3DS,8,RPG,N,2016,10,19,
17320,Great,The Stanley Parable,/games/the-stanley-parable/pc-149463,PC,8.8,Adventure,N,2016,10,18,
17321,Great,The Stanley Parable,/games/the-stanley-parable/mac-20016545,Macintosh,8.8,Adventure,N,2016,10,18,
17322,Mediocre,Sonic: Lost World,/games/sonic-lost-world/wii-u-168713,Wii U,5.8,Platformer,N,2016,10,18,
17323,Good,Glare,/games/glare/pc-20006641,PC,7.1,"Platformer, Action",N,2016,10,18,
17324,Okay,Knock-Knock,/games/knock-knock/pc-20005861,PC,6.2,Adventure,N,2016,10,17,
17325,Great,140,/games/140-game/pc-20007190,PC,8,Platformer,N,2016,10,16,
17326,Good,Soundodger,/games/soundodger/pc-165671,PC,7.3,"Music, Action",N,2016,10,15,
17327,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/pc-126764,PC,8.8,Shooter,N,2016,11,5,
17328,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/xbox-one-163214,Xbox One,8.8,Shooter,N,2016,11,5,
17329,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/ps3-167093,PlayStation 3,8.8,Shooter,N,2016,11,5,
17330,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/xbox-360-167094,Xbox 360,8.8,Shooter,N,2016,11,5,
17331,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/wii-u-20002960,Wii U,8.8,Shooter,N,2016,11,5,
17332,Mediocre,Hometown Story,/games/hometown-story/3ds-135408,Nintendo 3DS,5,Adventure,N,2016,11,5,
17333,Awful,SpongeBob SquarePants: Plankton's Robotic Revenge,/games/spongebob-squarepants-planktons-robotic-revenge/ps3-20002984,PlayStation 3,3.5,Adventure,N,2016,11,1,
17334,Good,Madden NFL 25,/games/madden-nfl-2014/ps4-169680,PlayStation 4,7.6,Sports,N,2016,11,15,
17335,Good,Madden NFL 25,/games/madden-nfl-2014/xbox-one-169583,Xbox One,7.6,Sports,N,2016,11,15,
17336,Amazing,The Legend of Zelda: A Link Between Worlds,/games/the-legend-of-zelda-a-link-between-worlds/3ds-121949,Nintendo 3DS,9.4,Adventure,Y,2016,11,14,
17337,Great,Killzone: Shadow Fall,/games/killzone-shadow-fall/ps4-122948,PlayStation 4,8,Shooter,N,2016,11,13,
17338,Mediocre,Knack,/games/knack/ps4-161070,PlayStation 4,5.9,Action,N,2016,11,13,
17339,Amazing,Resogun,/games/resogun/ps4-20004202,PlayStation 4,9,Shooter,Y,2016,11,13,
17340,Good,Contrast,/games/contrast-compulsion-games/pc-20000670,PC,7.5,"Puzzle, Action",N,2016,11,13,
17341,Good,Contrast,/games/contrast-compulsion-games/ps4-129642,PlayStation 4,7.5,"Puzzle, Action",N,2016,11,13,
17342,Amazing,Flower,/games/flower-thatgamecompany/ps4-20004353,PlayStation 4,9.5,Action,Y,2016,11,13,
17343,Great,Skylanders Swap Force,/games/skylanders-swap-force/xbox-360-159810,Xbox 360,8.2,"Action, Adventure",N,2016,10,13,
17344,Great,Skylanders Swap Force,/games/skylanders-swap-force/ps3-159809,PlayStation 3,8.2,"Action, Adventure",N,2016,10,13,
17345,Great,Skylanders Swap Force,/games/skylanders-swap-force/wii-u-159805,Wii U,8.2,"Action, Adventure",N,2016,10,13,
17346,Great,Skylanders Swap Force,/games/skylanders-swap-force/wii-159811,Wii,8.2,"Action, Adventure",N,2016,10,13,
17347,Good,Skylanders Swap Force,/games/skylanders-swap-force-3ds/3ds-159812,Nintendo 3DS,7.1,Adventure,N,2016,10,13,
17348,Bad,Legends of Aethereus,/games/legends-of-aethereus/pc-131001,PC,4.7,"Action, RPG",N,2016,10,11,
17349,Amazing,Marvel Puzzle Quest: Dark Reign,/games/marvel-puzzle-quest-dark-reign/iphone-20006560,iPhone,9.1,"Puzzle, RPG",Y,2016,10,11,
17350,Good,Just Dance 2014,/games/just-dance-2014/wii-u-20000615,Wii U,7.9,Music,N,2016,10,11,
17351,Great,Football Manager 2014,/games/football-manager-2014/pc-20003936,PC,8,"Sports, Simulation",N,2016,10,31,
17352,Great,Football Manager 2014,/games/football-manager-2014/mac-20003937,Macintosh,8,"Sports, Simulation",N,2016,10,31,
17353,Great,Football Manager 2014,/games/football-manager-2014/linux-20003938,Linux,8,"Sports, Simulation",N,2016,10,31,
17354,Mediocre,Nickelodeon's Teenage Mutant Ninja Turtles,/games/nickelodeons-teenage-mutant-ninja-turtles/3ds-20002559,Nintendo 3DS,5,Action,N,2016,10,30,
17355,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/wii-u-161488,Wii U,8.5,"Action, Adventure",N,2016,10,29,
17356,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/ps4-161638,PlayStation 4,8.5,"Action, Adventure",N,2016,10,29,
17357,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/pc-159976,PC,8.5,"Action, Adventure",N,2016,10,29,
17358,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/xbox-one-161677,Xbox One,8.5,"Action, Adventure",N,2016,10,29,
17359,Bad,Deadfall Adventures,/games/deadfall-adventures/pc-161524,PC,4,Shooter,N,2016,11,27,
17360,Great,Chivalry: Deadliest Warrior,/games/chivalry-deadliest-warrior/pc-20005904,PC,8.1,Action,N,2016,11,27,
17361,Great,Battlefield 4,/games/battlefield-4/xbox-one-161397,Xbox One,8.5,Shooter,N,2016,11,26,
17362,Mediocre,Zoo Tycoon,/games/zoo-tycoon-next-generation/xbox-one-20000592,Xbox One,5.5,Simulation,N,2016,11,23,
17363,Painful,Fighter Within,/games/fighter-within/xbox-one-20004177,Xbox One,2.7,"Sports, Fighting",N,2016,11,22,
17364,Great,Injustice: Gods Among Us -- Ultimate Edition,/games/injustice-gods-among-us-ultimate-edition/pc-20007058,PC,8.2,Fighting,N,2016,11,22,
17365,Great,Stick it to The Man,/games/stick-it-to-the-man/ps3-20000224,PlayStation 3,8.6,"Adventure, Platformer",N,2016,11,13,
17366,Great,NBA 2K14,/games/nba-2k14/ps4-20000629,PlayStation 4,8.9,Sports,N,2016,11,12,
17367,Great,NBA 2K14,/games/nba-2k14/xbox-one-20000632,Xbox One,8.9,Sports,N,2016,11,12,
17368,Okay,Regular Show: Mordecai and Rigby in 8-Bit Land,/games/regular-show-mordecai-and-rigby-in-8-bit-land/3ds-166005,Nintendo 3DS,6.2,Action,N,2016,11,12,
17369,Great,Ratchet & Clank: Into the Nexus,/games/ratchet-and-clank-into-the-nexus/ps3-20002137,PlayStation 3,8.2,Platformer,N,2016,11,11,
17370,Good,Bioshock Infinite: Burial at Sea -- Episode One,/games/bioshock-infinite-burial-at-sea/xbox-360-20003155,Xbox 360,7,Shooter,N,2016,11,11,
17371,Good,Bioshock Infinite: Burial at Sea -- Episode One,/games/bioshock-infinite-burial-at-sea/pc-20003156,PC,7,Shooter,N,2016,11,11,
17372,Good,Bioshock Infinite: Burial at Sea -- Episode One,/games/bioshock-infinite-burial-at-sea/ps3-20003154,PlayStation 3,7,Shooter,N,2016,11,11,
17373,Good,Just Dance 2014,/games/just-dance-2014/xbox-360-20000613,Xbox 360,7.5,Music,N,2016,10,11,
17374,Good,Just Dance 2014,/games/just-dance-2014/wii-20000614,Wii,7.7,Music,N,2016,10,11,
17375,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/xbox-360-161487,Xbox 360,8.5,"Action, Adventure",N,2016,10,29,
17376,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/ps3-161486,PlayStation 3,8.5,"Action, Adventure",N,2016,10,29,
17377,Great,Battlefield 4,/games/battlefield-4/pc-122223,PC,8.5,Shooter,N,2016,10,29,
17378,Great,Battlefield 4,/games/battlefield-4/xbox-360-122225,Xbox 360,8,Shooter,N,2016,10,29,
17379,Great,Injustice: Gods Among Us -- Ultimate Edition,/games/injustice-gods-among-us-ultimate-edition/vita-20006842,PlayStation Vita,8.2,Fighting,N,2016,11,22,
17380,Great,Injustice: Gods Among Us -- Ultimate Edition,/games/injustice-gods-among-us-ultimate-edition/ps4-20006845,PlayStation 4,8.2,Fighting,N,2016,11,22,
17381,Mediocre,Mario Party: Island Tour,/games/mario-party-3ds/3ds-166223,Nintendo 3DS,5.5,Party,N,2016,11,22,
17382,Okay,Super Motherload,/games/super-motherload/ps4-20000476,PlayStation 4,6,"Action, Puzzle",N,2016,11,22,
17383,Good,Just Dance 2014,/games/just-dance-2014/ps4-20000617,PlayStation 4,7.5,Music,N,2016,11,21,
17384,Okay,Ryse: Son of Rome,/games/ryse/xbox-one-77597,Xbox One,6.8,"Action, Adventure",N,2016,11,21,
17385,Okay,Ryse: Son of Rome,/games/ryse-170102/pc-20022844,PC,6.8,"Action, Adventure",N,2016,11,21,
17386,Good,Wii Fit U,/games/wii-fit-u/wii-u-135738,Wii U,7.5,Sports,N,2016,11,21,
17387,Great,Professor Layton and the Azran Legacy,/games/professor-layton-and-the-azran-legacy/3ds-140862,Nintendo 3DS,8.5,Adventure,Y,2016,11,11,
17388,Amazing,XCOM: Enemy Within -- Commander Edition,/games/xcom-enemy-within-commander-edition/xbox-360-20004577,Xbox 360,9,Strategy,Y,2016,11,11,
17389,Great,Need for Speed Rivals,/games/need-for-speed-rivals/pc-144773,PC,8,Racing,N,2016,11,20,
17390,Great,Need for Speed Rivals,/games/need-for-speed-rivals/ps4-170809,PlayStation 4,8,Racing,N,2016,11,20,
17391,Great,Need for Speed Rivals,/games/need-for-speed-rivals/xbox-one-170808,Xbox One,8,Racing,N,2016,11,20,
17392,Good,SimCity: Cities of Tomorrow,/games/simcity-cities-of-tomorrow/pc-20005604,PC,7.5,Simulation,N,2016,11,20,
17393,Great,Forza Motorsport 5,/games/forza-motorsport-5/xbox-one-169062,Xbox One,8.8,Racing,Y,2016,11,20,
17394,Amazing,Tearaway,/games/tearaway/vita-139833,PlayStation Vita,9.3,Adventure,Y,2016,11,20,
17395,Great,Battlefield 4,/games/battlefield-4/ps4-161398,PlayStation 4,8.5,Shooter,N,2016,11,19,
17396,Amazing,Super Mario 3D World,/games/super-mario-wii-u/wii-u-112718,Wii U,9.6,Platformer,Y,2016,11,19,
17397,Bad,NBA Live 14,/games/nba-live-2014/xbox-one-169585,Xbox One,4.3,Sports,N,2016,11,19,
17398,Bad,NBA Live 14,/games/nba-live-2014/ps4-167512,PlayStation 4,4.3,Sports,N,2016,11,19,
17399,Amazing,The Pinball Arcade,/games/the-pinball-arcade/ps4-20004312,PlayStation 4,9,Pinball,Y,2016,11,19,
17400,Great,Battlefield 4,/games/battlefield-4/ps3-122226,PlayStation 3,8,Shooter,N,2016,10,29,
17401,Great,WWE 2K14,/games/wwe-14/xbox-360-150902,Xbox 360,8.7,Wrestling,N,2016,10,28,
17402,Great,WWE 2K14,/games/wwe-14/ps3-168184,PlayStation 3,8.7,Wrestling,N,2016,10,28,
17403,Mediocre,Prime World,/games/prime-world/pc-107829,PC,5.9,RPG,N,2016,10,25,
17404,Good,Batman: Arkham Origins Blackgate -- Deluxe Edition,/games/batman-arkham-origins-blackgate/pc-20013559,PC,7.4,Action,N,2016,10,25,
